Product_ID,Product_Code,Product_Name,MRP,PTR,PTS_Rate,Available_Stock,Stockist_ID,manufacture,Pack_Size,Scheme,HSN,Expiry_Date,GST,is_brand,ED_Code,MinQty,MaxQty
1687727,J0005231,"BEPLEX FORTE TABLET-J0005231",53.25,40.57,36.51,6,756,LUPIN,20S,,,31-10-2027,5,0,ED000010366,0,0
1708309,J0005236,"BEPLEX NU CAPSULE-J0005236",199.27,151.82,136.64,3,756,LUPIN,10`S,,,31-08-2026,5,0,ED000010370,0,0
12212255,PROD1710,"BEPLEX PLUS ELIXIR SYRUP-PROD1710",72.15,54.97,49.47,29,756,LUPIN,120ML,,,31-12-2026,5,0,ED000010371,1,-1
1686463,J0005235,"BEPLEX-LZ CAPSULE-J0005235",97.95,74.63,67.17,13,756,LUPIN,10`S,,,31-07-2026,5,0,ED000010368,0,0
1692446,J0005238,"BEPODROPS EYE DROPS-J0005238",279.38,212.86,191.57,7,756,INTAS,5ML,,,31-05-2027,5,0,ED000010378,0,0
5588957,J0039548,"BEPOFREE EYE DROPS-J0039548",247.06,188.24,169.41,12,756,MANKIND,5ML,,,31-03-2027,5,0,ED000010379,0,0
1697730,J0005243,"BEPOSURGE EYE DROPS-J0005243",193.78,147.64,132.88,15,756,IPCA,5ML,,,31-01-2027,5,0,ED000119466,0,0
3581684,J0005244,"BEPOTIME EYE DROPS-J0005244",185.63,141.44,127.29,7,756,N.R.I,5ML,,,30-06-2026,5,0,ED000149012,0,0
6593986,J0041745,"BERAB INJECTION-J0041745",404.57,323.66,297.76,32,756,BIOLOGICAL,0.5ML,"9 + 1, 5 + 10%",,31-08-2028,5,0,ED000010392,0,0
6611882,46151,"BERATOXID HC CAPSULE-46151",152.81,116.43,116.43,5,756,ZYDILLAC,10,,,31-03-2027,5,0,ED000184007,0,0
7516757,J0041795,"BERBESHINE TABLET-J0041795",217.5,165.71,149.14,96,756,AKUMENTIS,1*10*S,"11 + 2, 6 + 15.38%",,31-07-2027,5,0,ED000010394,0,0
11798136,PROD1435,"BERITOL TABLET-PROD1435",346.14,263.73,237.35,92,756,BLISSON,10,,,31-12-2026,5,0,ED000141293,1,-1
14524479,PROD4837,"BESICOR 2.5 MG TABLET-PROD4837",98.44,75,67.5,2,756,AJANTA,15,,,31-07-2027,5,0,ED000160586,1,-1
1687195,J0005256,"BESICOR 5 TABLET-J0005256",146.72,111.79,100.61,20,756,AJANTA,"15,S",,,01-05-2027,5,0,ED000158718,0,0
3548635,J0005257,"BESICOR AM 2.5 TABLET-J0005257",119.53,91.07,81.96,3,756,AJANTA,15`S,,,31-05-2027,5,0,ED000157849,0,0
3548636,J0005258,"BESICOR AM 5 TABLET-J0005258",165,125.71,113.14,4,756,AJANTA,15`S,,,01-05-2027,5,0,ED000157827,0,0
19089244,PROD7604,"BESICOR T 2.5 MG TABLET-PROD7604",194.06,147.86,133.07,55,756,AJANTA,15,,,01-12-2026,5,0,ED000245257,1,-1
17482773,PROD7237,"BESICOR T 5 TABLET-PROD7237",223.13,170,153,10,756,AJANTA,15,,,31-12-2026,5,0,ED000243114,1,-1
7055524,46549,"BESICOR-T 5 TABLET-46549",149.06,113.57,102.21,1,756,AJANTA,10,,,01-10-2026,5,0,ED000010422,0,0
2692082,J0005265,"BESIX EYE DROPS-J0005265",265.31,202.14,181.93,1,756,AJANTA,5ML,,,31-07-2027,5,0,ED000010425,0,0
14522614,PROD4781,"BEST BETA 25 MG TABLET-PROD4781",43.31,33,33,5,756,APRICA,10,,,30-11-2026,5,0,ED000010437,1,-1
1682819,J0005272,"BESTACE-Q TABLET-J0005272",347.02,264.4,264.4,27,756,NUTRATEC,10`S,,,31-10-2026,5,0,ED000110558,0,0
9507976,J0042997,"BESTFORM M TABLET-J0042997",684,521.14,469.03,13,756,EMCUR,10T,,,31-10-2026,5,0,ED000196187,0,0
1710362,J0005281,"BESTOPIC-N CREAM-J0005281",58.1,44.27,39.84,6,756,SYSTOPIC,1*10GM,,,31-03-2027,5,0,ED000010511,0,0
2692089,J0005290,"BESTOZYME CAPSULE-J0005290",65.33,49.78,44.8,91,756,BIO,15`S,,,31-01-2027,5,0,ED000010535,0,0
2912592,J0005291,"BESTOZYME DROPS-J0005291",77.92,59.36,53.43,33,756,BIO,15ML,"9 + 1, 5 + 10%",,30-11-2026,5,0,ED000010536,0,0
11167389,PROD776,"BESTOZYME SYRUP-PROD776",153.92,117.27,105.55,39,756,BIO,"1*250 ML","9 + 1, 5 + 10%",,31-03-2027,5,0,ED000206805,1,-1
1706966,J0004317,"BESVIL 100 OCTACAPS OCTACAP-J0004317",495.94,377.86,340.07,9,756,SUNPDL,30S,,,31-08-2027,5,0,ED000170003,0,0
6490782,J0041698,"BESVIL 200 OCTACAPS OCTACAP-J0041698",616.88,470,423,5,756,SUNPDL,30`S,,,30-06-2027,5,0,ED000182791,0,0
14868444,PROD6146,"BESVIL TRIO 100 CAPSULE-PROD6146",843.75,642.86,578.57,6,756,SUNPDL,30,,,31-05-2027,5,0,ED000233917,1,-1
1693217,J0005294,"BETA ANXIT TABLET-J0005294",46.88,35.71,32.14,2,756,MICRO,10`S,,,31-05-2026,5,0,ED000010548,0,0
1695263,J0005300,"BETA NICARDIA CAPSULE-J0005300",174.78,133.17,119.85,21,756,"J BCHEMICA",10`S,,,30-06-2028,5,0,ED000010557,0,0
14447694,PROD3894,"BETABEST AM 50 TABLET-PROD3894",105.94,80.71,72.64,2,756,MEDLEY,10,,,31-07-2026,5,0,ED000010562,1,-1
1693950,J0005304,"BETABRIM EYE DROPS-J0005304",380.6,289.98,261,21,756,MICRO,5ML,,,30-09-2026,5,0,ED000010568,0,0
2692092,J0005306,"BETACAP 10 TABLET-J0005306",13.96,10.64,9.57,21,756,SUNPDL,10`S,,,31-07-2027,5,0,ED000010570,0,0
1702454,J0005307,"BETACAP 20 TABLET-J0005307",34.07,25.96,23.36,120,756,SUNPDL,10`S,,,31-05-2027,5,0,ED000010572,0,0
1702444,J0005308,"BETACAP PLUS 10 CAPSULE-J0005308",175.31,133.57,120.21,30,756,SUNPDL,10`S,,,31-03-2027,5,0,ED000010576,0,0
9693959,J0043323,"BETACAP PLUS 5 CAPSULE-J0043323",121.88,92.86,83.57,8,756,SUNPDL,10S,,,30-04-2027,5,0,ED000010577,0,0
1702445,J0005310,"BETACAP TR 20 CAPSULE-J0005310",25.09,19.12,17.2,334,756,SUNPDL,10`S,,,31-07-2027,5,0,ED000010571,0,0
1702447,J0005311,"BETACAP TR 40 CAPSULE-J0005311",45.28,34.5,31.05,209,756,SUNPDL,10`S,,,31-07-2027,5,0,ED000010573,0,0
1702448,J0005312,"BETACAP TR 60 CAPSULE-J0005312",95.63,72.86,65.57,10,756,SUNPDL,10`S,,,31-07-2027,5,0,ED000010574,0,0
1697975,J0005313,"BETACAP TR 80 CAPSULE-J0005313",73.13,55.72,48.96,21,756,SUNPDL,10`S,,,31-07-2026,5,0,ED000010575,0,0
3558268,J0005315,"BETACARD 25 TABLET-J0005315",50.53,38.5,34.65,32,756,TORRENT,14`S,,,30-04-2027,5,0,ED000010581,0,0
1697504,J0005316,"BETACARD 50 TABLET-J0005316",35.01,26.67,24.01,12,756,TORRENT,14`S,,,30-09-2028,5,0,ED000010583,0,0
3548637,J0005318,"BETACARD AM TABLET-J0005318",45.56,34.71,31.24,49,756,TORRENT,15S,,,31-05-2027,5,0,ED000140773,0,0
1697719,J0005332,"BETADINE  SACHET-J0005332",135,102.85,144,1,756,WIN,5*2GM,,,31-05-2026,5,0,ED000110568,0,0
1695729,J0005323,"BETADINE 10% SOLUTION-J0005323",107.52,80.64,74.19,139,756,WIN,100ML,,,00-00-0000,0,0,ED000010613,0,0
1695730,J0005324,"BETADINE 10% SOLUTION-J0005324",537.6,403.2,370.94,15,756,WIN,500ML,,,00-00-0000,0,0,ED000010614,0,0
1695726,J0005327,"BETADINE 5 % OINTMENT-J0005327",431.71,328.93,296.04,14,756,WIN,125GM,,,31-05-2027,5,0,ED000010619,0,0
9674061,J0043276,"BETADINE 5 % STANDARDISED MICRO SOLUTION-J0043276",236.25,189,173.88,6,756,WIN,500ML,,,30-06-2027,5,0,ED000010625,0,0
1695728,J0005325,"BETADINE 5% OINTMENT-J0005325",99.84,76.07,68.46,6,756,WIN,25GM,,,31-07-2027,5,0,ED000010621,0,0
3010360,J0005337,"BETADINE 7.5% SCRUB SOLUTION-J0005337",1065.75,852.6,784.39,13,756,WIN,500ML,,,31-01-2027,5,0,ED000010627,0,0
5672444,J0040077,"BETADINE MINT GARGLE MOUTHWASH-J0040077",190.31,145,130.5,14,756,WIN,"50 ML",,,31-03-2027,5,0,ED000010631,0,0
2596604,J0005322,"BETADINE OINTMENT 10% OINTMENT-J0005322",97,69.29,62.36,207,756,WIN,20GM,,,00-00-0000,0,0,ED000151895,0,0
8877747,J0051894,"BETADINE SPRINKLING 5% DUSTING POWDER-J0051894",173,123.57,111.21,40,756,WIN,10GM,,,00-00-0000,0,0,ED000010632,0,0
8772014,J0051709,"BETADINE STANDARDISED MICRO SOLUTION-J0051709",472.5,378,347.76,24,756,WIN,"1000 ML",,,31-07-2027,5,0,ED000010634,0,0
1689123,J0005347,"BETAFREE EYE DROPS-J0005347",535,382.14,343.93,78,756,MICRO,5ML,,,28-02-2027,5,0,ED000010657,0,0
8877746,J0051895,"BETAKIND GARGLE ORAL LIQUID-J0051895",124.78,95.07,85.56,48,756,MANKIND,50ML,,,31-12-2025,5,0,ED000010674,0,0
16505762,PROD6896,"BETALOC 25 MG TABLET-PROD6896",76.12,60.9,56.02,25,756,ASTRA,20,,,30-11-2027,5,0,ED000241143,1,-1
17929106,PROD7372,"BETALOC 50 MG TABLET-PROD7372",116.25,93,85.56,38,756,ASTRA,20,,,31-10-2027,5,0,ED000242592,1,-1
5312140,J00494,"BETAMIL GM CREAM-J00494",54.1,41.22,37.1,61,756,PROCTER,30GM,,,30-04-2027,5,0,ED000169780,0,0
19857523,PROD7738,"BETAMOX LB CAPSULE-PROD7738",150.94,30.88,20.6,100,756,LABORATE,10,,,31-07-2026,5,0,ED000227324,1,-1
2692104,J0005372,"BETAONE-XL 50 TABLET-J0005372",93.55,71.28,64.15,10,756,"DR REDDY`S",15`S,,,01-07-2027,5,0,ED000010726,0,0
9773426,J0043768,"BETASTRUM CAPSULE-J0043768",533.79,406.7,366.04,12,756,BIOCLARIS,3*10,"5 + 1, 3 + 16.67%",,30-09-2026,5,0,ED000197767,0,0
1714561,J0005379,"BETATROP TABLET-J0005379",120.94,92.14,82.93,20,756,SUNPDL,10S,,,30-11-2027,5,0,ED000010773,0,0
10692491,PROD292,"BETAVERT 16 TABLET-PROD292",287.81,219.28,197.36,10,756,SUNPDL,1*15,,,31-07-2028,5,0,ED000184809,1,-1
8248026,J0050469,"BETAVERT 24 TABLET-J0050469",259.69,197.86,178.07,5,756,SUNPDL,10S,,,31-07-2028,5,0,ED000010775,0,0
13908042,PROD2987,"BETAVERT 8 MG TABLET-PROD2987",129.38,98.57,88.71,3,756,SUNPDL,15,,,30-09-2027,5,0,ED000185677,1,-1
1714730,J0005383,"BETAVERT OD 24 TABLET-J0005383",253.13,192.86,173.57,3,756,SUNPDL,10S,,,30-06-2027,5,0,ED000010782,0,0
13157347,PROD2202,"BETAVERT OD 48 TABLET-PROD2202",354.38,270,243,5,756,SUNPDL,10,,,30-04-2027,5,0,ED000010783,1,-1
2692107,J0005382,"BETAVERT TABLET-J0005382",129.38,98.57,88.71,21,756,SUNPDL,10`S,,,30-09-2027,5,0,ED000010776,0,0
11105602,PROD680,"BETHADOXIN L SYRUP-PROD680",184.59,140.64,126.58,26,756,BIO,300ML,"9 + 1, 5 + 10%",,31-01-2027,5,0,ED000209243,1,-1
13510555,PROD2700,"BETHADOXIN P SUSPENSION-PROD2700",94.69,72.14,64.93,10,756,BIOLOGICAL,"100 ML",,,31-12-2026,5,0,ED000134691,1,-1
10439148,J0044579,"BETHADOXIN-12 SYRUP-J0044579",165,125.71,113.14,12,756,BIO,"250 ML",,,28-02-2027,5,0,ED000200998,0,0
1689084,J0005388,"BETHADOXIN-SG CAPSULE-J0005388",89.67,68.32,61.49,82,756,BIO,10`S,"9 + 1, 5 + 10%",,31-12-2026,5,0,ED000010804,0,0
19857524,PROD7739,"BETNI INJECTION-PROD7739",4.98,3.85,3.4,185,756,"INTAS PHAR",1ML,,,30-11-2026,5,0,ED000010822,1,-1
1697328,J0005403,"BETNOVATE N  CREAM-J0005403",62.67,47.75,42.97,577,756,GLAXOSK,25GM,,,31-01-2027,5,0,ED000157386,0,0
1706688,J0005404,"BETNOVATE-S OINTMENT CREAM-J0005404",45.23,34.46,31.02,1,756,GLAXOSK,20GM,,,31-03-2027,5,0,ED000010834,0,0
1687194,J0005406,"BETOACT EYE DROPS-J0005406",300,228.57,177.29,37,756,AJANTA,5ML,,,31-12-2026,5,0,ED000010836,0,0
19081700,PROD7600,"BETONIN AST SF SYRUP-PROD7600",388.13,295.72,266.15,174,756,ABBOTT-H,"450 ML",,,28-02-2027,0,0,ED000161639,1,-1
7834624,J0042143,"BETONIN AST SUGAR FREE SYRUP-J0042143",248.15,189.07,161.43,15,756,ABBOTT-H,210ML,,,31-01-2027,5,0,ED000186889,0,0
18152123,PROD7396,"BETONIN AST SYRUP-PROD7396",248.15,189.07,170.16,36,756,ABBOTT-H,"225 ML",,,28-02-2027,5,0,ED000243738,1,-1
2596607,J0005415,"BETOXID FORTE CAPSULE-J0005415",206.25,157.13,141.43,23,756,N.R.I,10C,,,31-12-2026,5,0,ED000010846,0,0
2596608,J0005416,"BETOXID PLUS CAPSULE-J0005416",262.5,200,180.02,5,756,N.R.I,10`S,,,31-03-2027,5,0,ED000010847,0,0
14743430,PROD5831,"BETRECEP 5 MG TABLET-PROD5831",458.67,349.46,349.46,50,756,"PFIZER LTD",14,,,30-09-2026,5,0,ED000209286,1,-1
2692111,J0005421,"BETT INJECTION-J0005421",13.31,10.65,9.8,2248,756,BIO,0.5ML,"9 + 1, 5 + 10%",,31-12-2027,5,0,ED000010858,0,0
11412640,PROD1051,"BETZEE CREAM-PROD1051",23.44,17.86,16.07,5,756,APEX,15GM,,,31-08-2027,5,0,ED000010860,1,-1
14756164,PROD5937,"BETZEE G CREAM-PROD5937",25.31,19.29,17.36,7,756,APEX,"15 GM",,,31-05-2027,5,0,ED000010861,1,-1
1684542,J0005423,"BEVON CAPSULE-J0005423",162.1,123.5,111.15,29,756,ZUVENTUS,15C,"5 + 1, 3 + 16.67%",,30-06-2027,0,0,ED000010879,0,0
3581697,J0005426,"BEVON CD CAPSULE-J0005426",177.8,135.47,100.34,33,756,ZUVENTUS,10S,,,31-12-2026,0,0,ED000010880,0,0
3581698,J0005427,"BEVON DROPS-J0005427",55.2,42.06,37.85,67,756,ZUVENTUS,15ML,"5 + 1, 3 + 16.67%",,30-11-2026,0,0,ED000010881,0,0
18980415,PROD7522,"BEVON-RESPI CAPSULE-PROD7522",253.5,193.14,173.83,30,756,ZUVENTUS,10,"9 + 1, 5 + 10%",,28-02-2027,5,0,ED000246875,1,-1
1697105,J0005432,"BEXOL DT TABLET-J0005432",14.36,10.94,9.85,80,756,INTAS,20`S,,,31-10-2026,5,0,ED000119321,0,0
2692113,J0005433,"BEXOL DT TABLET-J0005433",143.63,109.44,98.5,8,756,INTAS,100`S,,,31-12-2026,5,0,ED000010893,0,0
1676496,J0005436,"BEXOL TABLET-J0005436",14.6,11.12,10.01,32,756,INTAS,10`S,,,31-03-2028,0,0,ED000010892,0,0
1693140,J0005442,"BGR 34 TABLET-J0005442",618.75,471.42,377.16,2,756,AIMIL,100`S,,,31-08-2027,5,0,ED000010914,0,0
9300600,J0042662,"BHMD 16 TABLET-J0042662",338.44,257.86,232.07,5,756,MITIS,15T,,,31-12-2026,5,0,ED000200602,0,0
6263564,J0041384,"BI FOLATE DC TABLET-J0041384",294.84,224.64,202.18,17,756,KEPLER,1*15,"9 + 1, 5 + 10%",,30-06-2027,5,0,ED000180553,0,0
13890892,PROD2957,"BI FOLATE DROPS-PROD2957",164.06,125,112.5,5,756,KEPLER,"30 ML",,,31-05-2026,5,0,ED000227734,1,-1
10532701,J0044866,"BI-FOLATE GEL 15GM-J0044866",124.69,95,85.5,87,756,KEPLER,15GM,,,31-07-2027,5,0,ED000160201,0,0
9275716,J0042630,"BI-FOLATE SYRUP-J0042630",294.84,224.64,202.18,46,756,KEPLER,"100 ML",,,31-01-2027,5,0,ED000170532,0,0
3696397,J0036854,"BI-FOLATE TABLET-J0036854",293.72,223.79,162.74,60,756,KEPLER,15T,,,30-04-2027,5,0,ED000160169,0,0
1696073,J0005446,"BICID  TABLET-J0005446",375,287.27,259.2,8,756,ROSETTE,1*10,,,30-11-2026,5,0,ED000119261,0,0
2692119,J0005450,"BIDIN LS EYE DROPS-J0005450",297.19,226.43,181.14,7,756,AJANTA,5ML,,,30-06-2027,5,0,ED000010978,0,0
2692120,J0005451,"BIDIN LS TM EYE DROPS-J0005451",300,228.57,205.71,11,756,AJANTA,5ML,,,01-01-2027,5,0,ED000010979,0,0
5053451,J0038994,"BIDIN-T EYE DROPS-J0038994",257.81,196.43,176.78,7,756,AJANTA,5ML,,,01-06-2027,5,0,ED000010980,0,0
2692121,J0005453,"BIDOFLOX OZ  TABLET-J0005453",187.63,142.96,101.72,25,756,KEE,10`S,,,30-11-2026,5,0,ED000010989,0,0
8802823,J0051772,"BIFIGOLD CAPSULE-J0051772",145.31,110.82,99.74,2,756,Z.R.S,10S,,,30-06-2026,5,0,ED000193145,0,0
11121075,PROD713,"BIFILAC ACTIV CAPSULE-PROD713",204.37,155.71,140.14,7,756,TABLETS,10,,,31-07-2027,5,0,ED000210301,1,-1
3351544,J0005458,"BIFILAC CAPSULE-J0005458",140.63,107.14,82.15,250,756,TABLETS,10,,,28-02-2027,5,0,ED000010996,0,0
4664852,A003595,"BIFILAC CLAUSI SUSPENSION-A003595",468.75,357.14,321.42,7,756,TABLETS,5ML-10S,,,30-04-2027,5,0,ED000169815,0,0
2692122,J0005459,"BIFILAC DRY SYRUP-J0005459",134.06,102.14,78.92,33,756,TABLETS,50ML,,,30-04-2027,5,0,ED000010997,0,0
1701847,J0005460,"BIFILAC GG CAPSULE-J0005460",422.66,322.03,289.83,6,756,TABLETS,10`S,,,30-04-2027,5,0,ED000115790,0,0
3581701,J0005461,"BIFILAC GG DUO SACHET-J0005461",533.88,406.78,366.1,11,756,TABLETS,10S,,,31-08-2026,5,0,ED000142079,0,0
14617496,PROD5421,"BIFILAC GG ORAL DROPS-PROD5421",310.55,236.61,212.95,10,756,TABLETS,"3.5 ML",,,31-12-2026,5,0,ED000231351,1,-1
1701846,J0005462,"BIFILAC GG SACHET-J0005462",436,366.1,329.49,35,756,TABLETS,10`S,"5 + 1, 3 + 16.67%",,31-07-2026,5,0,ED000115791,0,0
1695258,J0005463,"BIFILAC HP CAPSULE-J0005463",215.63,164.28,147.85,60,756,TABLETS,"10,S","10 + 1, 5 + 9.09%",,31-07-2027,5,0,ED000010998,0,0
10488206,J0044727,"BIFILAC HP LOZENGES 10 S-J0044727",246.56,187.86,169.07,2,756,TABLETS,10`S,,,31-03-2027,5,0,ED000197846,0,0
1694131,J0005467,"BIFILAC SACHET-J0005467",277.5,211.43,160.16,223,756,TABLETS,5*3`S,,,31-03-2027,5,0,ED000110589,0,0
2692124,J0005468,"BIFILAC ZN SACHET-J0005468",393.75,300,270,4,756,TABLETS,15`S,,,31-07-2026,5,0,ED000011002,0,0
18432049,PROD7430,"BIFIOTA SACHET-PROD7430",56.95,43.39,39.05,265,756,MANKIND,"5 GM",,,31-01-2027,5,0,ED000243875,1,-1
3585666,J0032239,"BIG NANO-D3 BUTTERSCOTCH DROPS-J0032239",75,57.14,51.42,32,756,SMITHWAYS,5ML,,,30-06-2026,5,0,ED000179774,0,0
1684336,J0005473,"BIGBRO TABLET-J0005473",157.5,120,108,17,756,INTAS,10S,,,30-06-2028,5,0,ED000011021,0,0
1697281,J0005477,"BIGLAC CAPSULE-J0005477",149.18,113.66,102.29,22,756,FOREGEN,10`S,,,31-03-2027,5,0,ED000149026,0,0
2692133,J0005478,"BIGLAC SACHET-J0005478",21.55,16.42,14.78,30,756,FOREGEN,1SACHETS,,,31-01-2027,5,0,ED000011036,0,0
1714852,J0005479,"BIGLAC SUSPENSION-J0005479",39.7,30.25,27.23,2,756,FOREGEN,5ML,,,28-02-2027,5,0,ED000149028,0,0
2690216,J0005481,"BIGLAC-R SACHET-J0005481",30.94,23.57,21.21,12,756,FOREGEN,1G,,,30-09-2026,5,0,ED000183797,0,0
6049949,J0040900,"BIGNAC GEL-J0040900",92.81,70.71,63.64,9,756,RONYD,30G,,,30-04-2027,5,0,ED000011039,0,0
2692128,J0005486,"BIGNAC P TABLET-J0005486",46.78,35.64,32.08,11,756,RONYD,"10,S",,,31-01-2027,5,0,ED000011042,0,0
1694444,J0005483,"BIGNAC SP TABLET-J0005483",102.19,77.86,70.07,4,756,RONYD,10,,,31-01-2027,5,0,ED000110591,0,0
2692127,J0005484,"BIGNAC-MR4 TABLET-J0005484",233.44,177.86,160.07,6,756,RONYD,10`S,,,28-02-2027,5,0,ED000011040,0,0
1687826,J0005485,"BIGNAC-MR8 TABLET-J0005485",327.19,249.29,224.36,10,756,RONYD,1*10,,,30-04-2027,5,0,ED000011041,0,0
2596611,J0005491,"BIGOMET 250 TABLET-J0005491",11.48,8.74,7.87,19,756,ARISTO,10S,,,31-12-2027,5,0,ED000011045,0,0
8260077,J0050666,"BIGOMET 500 TABLET-J0050666",12.9,9.83,8.85,10,756,ARISTO,10T,,,30-04-2028,5,0,ED000011046,0,0
9631684,J0043107,"BIGOMET 850 TABLET-J0043107",28.03,21.36,19.22,1,756,ARISTO,10S,,,30-04-2028,5,0,ED000011048,0,0
7415828,J0041863,"BIGOMET-SR 1000 TABLET-J0041863",42.05,32.04,28.84,21,756,ARISTO,10,,,31-05-2027,5,0,ED000011044,0,0
1709069,J0005492,"BIGOMET-SR 500 TABLET-J0005492",16.77,12.78,11.5,98,756,ARISTO,1*10,,,31-03-2027,5,0,ED000011047,0,0
1692191,J0005496,"BIGPHYLIN 100 MG CAPSULE-J0005496",140.63,107.25,96.52,7,756,Z.R.S,10`S,,,31-12-2026,5,0,ED000110592,0,0
1692192,J0005497,"BIGPHYLIN PLUS TABLET-J0005497",253.13,193.05,173.74,2,756,Z.R.S,10`S,,,31-12-2026,5,0,ED000110593,0,0
7445153,J0041889,"BIGPHYLIN-N TABLET-J0041889",187.49,142.99,128.57,9,756,Z.R.S,1*10S,"10 + 1, 5 + 9.09%",,31-05-2027,5,0,ED000186977,0,0
3581703,J0005500,"BIGRISE SHOT-J0005500",63.94,48.72,43.84,20,756,FOREGEN,5ML,,,31-01-2027,5,0,ED000157635,0,0
1697272,J0005501,"BIGRISE TABLET-J0005501",94.5,72,64.8,6,756,FOREGEN,4`S,,,31-01-2027,5,0,ED000110594,0,0
1683097,J0005504,"BIGSPAS P TABLET-J0005504",90.46,68.92,62.03,1,756,MANKIND,10,,,31-10-2026,0,0,ED000011058,0,0
2596613,J0005511,"BILACAD M TABLET-J0005511",172.03,131.07,107.24,11,756,CADILA,10*10,,,30-04-2027,5,0,ED000154156,0,0
2959689,J0005514,"BILACHEK M TABLET-J0005514",154.69,117.86,106.07,5,756,MANKIND,10T,,,31-01-2027,5,0,ED000154674,0,0
2596616,J0005515,"BILACHEK SYRUP-J0005515",107.8,82.13,73.92,5,756,MANKIND,60ML,,,31-03-2027,5,0,ED000153784,0,0
2959690,J0005516,"BILACHEK TABLET-J0005516",123.52,94.11,84.7,8,756,MANKIND,10T,,,30-04-2027,0,0,ED000154673,0,0
10747057,PROD421,"BILADOC 20 MG TABLET-PROD421",135.94,103.53,103.53,28,756,SKINZYMES,1*10,,,31-03-2026,5,0,ED000204518,1,-1
14739148,PROD5774,"BILAFAV 40 MG TABLET-PROD5774",214.69,163.57,148.68,9,756,"CIPLA LTD.",10,,,31-08-2026,5,0,ED000221615,1,-1
2912595,J0005519,"BILAFAV M  SUSPENSION-J0005519",167.88,127.91,115.12,7,756,CIPLA,60ML,,,31-05-2026,5,0,ED000169888,0,0
2690217,J0005518,"BILAFAV M TABLET-J0005518",219.6,167.31,150.58,7,756,CIPLA,10S,,,31-05-2027,5,0,ED000156583,0,0
2596617,J0005522,"BILAGRA M TABLET-J0005522",238.05,181.37,163.23,22,756,LUPIN,10`S,,,31-07-2027,5,0,ED000148328,0,0
3550899,J0005521,"BILAGRA TABLET-J0005521",199.05,151.66,136.49,9,756,LUPIN,1*10,,,31-07-2027,5,0,ED000131090,0,0
11651358,PROD1303,"BILAHENZ-M TABLET-PROD1303",219.38,167.14,150.43,13,756,LARENON,10,,,01-01-2027,5,0,ED000170218,1,-1
9888358,J0043936,"BILAJOY  TABLET-J0043936",121.88,92.86,92.86,10,756,TALENT,10`S,,,31-07-2026,5,0,ED000161086,0,0
3676242,J0036746,"BILAJOY M TABLET-J0036746",158.44,120.72,120.72,8,756,TALENT,10`S,,,31-05-2027,5,0,ED000161087,0,0
5846591,J0040341,"BILALIFE M SUSPENSION-J0040341",141.68,107.94,97.15,28,756,MARTIN,60ML,,,31-08-2026,5,0,ED000176582,0,0
6303403,J0041499,"BILALIFE M TABLET-J0041499",179.05,136.42,122.78,1,756,MARTIN,10T,,,31-01-2027,5,0,ED000153192,0,0
2596619,J0005524,"BILALIFE TABLET-J0005524",132.98,101.32,91.19,5,756,MARTIN,10S,,,30-11-2026,5,0,ED000153697,0,0
8696950,J0051625,"BILAMBIC 40 TABLET-J0051625",184.78,140.78,126.7,1,756,ALEMBIC,10T,,,31-07-2026,5,0,ED000191251,0,0
9882479,J0043926,"BILAMBIC M TABLET-J0043926",121.31,92.43,83.19,12,756,ALEMBIC,10S,"10 + 1, 5 + 9.09%",,31-07-2027,5,0,ED000162887,0,0
5588959,J0039697,"BILAMONT TABLET-J0039697",110.15,83.92,75.53,4,756,ARISTO,10S,,,30-04-2027,5,0,ED000172611,0,0
3735785,J0037078,"BILANIX FORTE TABLET-J0037078",195,148.57,133.71,15,756,AJANTA,10S,,,01-06-2027,5,0,ED000161018,0,0
2692147,J0005531,"BILANTA M TABLET-J0005531",185.16,141.07,126.97,11,756,AJANTA,10`S,,,01-05-2027,5,0,ED000149032,0,0
2692146,J0005530,"BILANTA TABLET-J0005530",137.81,105,94.5,12,756,AJANTA,10`S,,,01-12-2026,5,0,ED000130374,0,0
13100783,PROD2114,"BILASET 40 MG TABLET-PROD2114",159.38,121.43,109.29,19,756,HETERO,10,,,31-12-2026,5,0,ED000189786,1,-1
8247584,J0050429,"BILASHINE 40 TABLET-J0050429",221.25,168.57,151.71,12,756,SUNPDL2,10S,,,31-05-2027,5,0,ED000161088,0,0
7992944,JE042419,"BILASHINE M ODT TABLET-JE042419",151.41,115.36,103.82,20,756,SUNPDL2,10S,,,30-04-2027,5,0,ED000160517,0,0
7601917,J0042070,"BILASHINE TABLET-J0042070",155.63,118.58,106.72,176,756,SUNPDL2,1*10,,,31-07-2027,5,0,ED000129287,0,0
14638881,PROD5485,"BILAST 20 MG TABLET-PROD5485",219.38,167.14,150.43,186,756,MICRO,15,,,30-11-2026,5,0,ED000230158,1,-1
17411509,PROD7155,"BILAST 40 MG TABLET-PROD7155",201.56,153.57,138.21,15,756,"MICRO LABS",10,,,31-10-2026,5,0,ED000167869,1,-1
3010363,J0005537,"BILAST M  TABLET-J0005537",264,204.88,204.88,3,756,MICRO,10`S,,,30-04-2025,5,0,ED000152285,0,0
5672445,J0040020,"BILASURE 20 TABLET-J0040020",155.63,118.58,106.72,70,756,SUNPDL2,10S,,,30-06-2027,5,0,ED000129901,0,0
